customer_id,login_frequency,weekly_active_days,monthly_active_users,feature_adoption_rate,usage_change_30d,usage_change_90d
C00001,21.0090011225589,2.4658665715590535,10.683939221739609,0.22580693456113707,-15.533047205423765,-11.3342401755903
C00002,10.645834164505722,4.02637849348862,2.3451973806221122,0.2872492758669679,-25.541385732733744,-27.802863497182862
C00003,18.630050060419016,0.9546530073599091,1.0,0.31577237520740564,-9.413652736677063,-8.53573287895142
C00004,24.54062311448944,3.1075897285918366,10.423945453884782,0.7450861544065649,-2.134598029025949,-12.268587184358747
C00005,30.0,2.952384372049442,12.686371389781023,0.3467495807676388,-53.56171496992802,-51.49961015680277
C00006,9.912141601954794,2.6853354920067014,4.4506083025099885,0.49373046328473635,4.4020799398036745,6.484190255108816
C00007,13.01720639954563,5.370678364056366,4.8992038796710355,0.8374574764916605,-0.3309491661040411,-9.304124629306726
C00008,11.868219052851568,3.241370561150141,1.6196470397818312,0.7100961011212541,-38.98561315521934,-32.55219073855965
C00009,30.0,0.40369020207887507,9.265769552818352,0.04511737863787694,-43.16988480560396,-37.383304985437114
C00010,12.665740306266123,2.3989017693753283,3.9127534458852793,0.7031535456143874,5.722421733957107,6.6812070775765235
C00011,30.0,0.5798465387206955,7.7809552052545925,0.5378060497612576,17.960868448655873,15.991754895818463
C00012,22.64959499349254,5.123030552699146,8.024620061921585,0.5858383079808386,-7.678624623232025,-9.145458716117282
C00013,5.3133618613580476,3.369418851583051,4.2103815666863555,0.6002127394060958,-0.7695327669528282,7.462713651532736
C00014,30.0,2.7600136087660108,5.739573710163236,0.46331963658632896,-24.182303766882697,-15.06179636648528
C00015,30.0,0.8839782895159671,64.16076590959216,0.853336505284116,-40.483648310913395,-43.24329379410973
C00016,24.752961531392415,3.2592074235238533,3.16458190185035,0.7365596845723766,4.779900144221767,-3.92996547909806
C00017,2.2854704178477148,4.573447976278063,5.818893527400904,0.4514060105014831,11.248831435381916,10.556018513745482
C00018,17.44411703276255,3.8872977767865384,4.3556276656756765,0.5053101651406547,-7.6613584309667395,-1.2585206623761085
C00019,30.0,3.8282757429996543,6.8224851979182155,0.3124884404370146,-5.4895727955817115,-8.766313484177896
C00020,11.57017832446415,5.151324172193497,6.169458522832042,0.3330513585280308,5.410265629086062,0.21915882668820963
C00021,1.0,5.292601495609475,14.249845024270167,0.4885542961338006,8.426854269738248,17.89861610089905
C00022,30.0,3.1622096883900435,26.594813191098115,0.6862871537839633,2.5196176575804645,-4.771809879383854
C00023,30.0,3.88279537015568,10.575419013360593,0.8176259335613394,1.0757228967057246,8.107717724195258
C00024,12.385057332855725,5.570463425819683,5.432449117904292,0.44332192944606585,18.494129409269163,18.67624382217689
C00025,3.950078703555656,1.493585188346974,4.5403587368543725,0.6932425959334096,-0.8182769605988041,-1.1474917902274127
C00026,30.0,3.716991928569086,32.105177133988064,0.9624526823418819,20.13090858356201,22.330850291411352
C00027,30.0,1.4668535535977063,13.123104930297957,0.7828765324644741,-35.81105651992111,-36.27464797149192
C00028,15.646118330920105,2.4394366543471646,2.468121758874826,0.7743228829938585,10.179115568360118,9.81340342198773
C00029,2.4551835859520335,5.007133174836566,7.205052094719049,0.2479997976176513,-34.22608179283912,-38.59229115562951
C00030,30.0,1.7342569739373368,2.907784779508108,0.4988307934107024,0.7056013020961158,-1.1059733977253743
C00031,13.94848359922743,4.635666763538852,4.462729028436598,0.752339339373203,-1.3427504400305121,2.0722985972557213
C00032,21.211337249090786,2.089063368431854,2.4299850425323535,0.7598969412089555,12.284621051544447,6.307728235788595
C00033,12.664504212092385,4.6490400549625015,4.617289840740093,0.6574341506099014,-7.899902881191039,-3.5340453070971263
C00034,3.8037028889092017,5.195004782969856,3.832189248954699,0.7028762045972882,-5.033005422480606,-5.949917442031891
C00035,9.759816115077593,1.6403360227975017,6.864354279401059,0.4639186291492918,-33.265871748821525,-39.258633384164774
C00036,5.042738469189712,3.9569128849299338,8.474369632850662,0.47564619447085454,11.277904492443366,10.652520098531179
C00037,11.944523272829127,4.664290909036923,2.751200707269279,1.0,19.75781670395942,21.8610635478138
C00038,30.0,2.3510682002138443,6.601472683089852,0.6215635277722674,13.715767741957091,9.780224818804587
C00039,11.419498693594756,3.8530433981800405,7.967238310673932,0.7693094105856335,-1.8139219898574837,5.240408713480405
C00040,14.657805770554145,1.2069096609406427,4.591741688075635,0.5611386400715772,-1.1008617204503892,3.4433937793577902
C00041,30.0,6.287208422038552,33.71794786096519,0.564285761485239,-23.35346396156689,-20.179223515657192
C00042,2.246114271384049,1.8825533490100799,2.968356939517382,0.5678625831619809,5.590734932655313,4.357519706296488
C00043,17.993380138196756,2.5672183799461563,4.457489863782369,0.5554217223020644,-43.26124266648201,-39.04216498215166
C00044,11.16351726026494,2.800408687112336,4.518250937451164,0.2758499482014528,-18.612982117767956,-12.843471424046424
C00045,24.914357661724,3.12252699847395,8.190524904234124,0.7193202122693023,-8.527157029763995,-11.549152737368754
C00046,14.308534890163223,3.6718787128277848,6.188437604166852,1.0,-26.21105271156556,-26.2536996246608
C00047,1.4962390307304698,3.6473884483722787,4.5131155548657595,0.6419454408978067,23.4920833963645,22.686010448915706
C00048,17.343142196546474,1.3350628380275014,3.4426771326242003,0.19443447033574635,19.35310487001955,18.332491501185515
C00049,3.5733657550096893,1.126840669557345,4.584770289956925,0.35260773077050206,-36.617319594255804,-29.602534804167508
C00050,14.766351883934304,5.5474883571034255,9.51528306004303,0.9283192995675531,11.976060076847272,17.944347068678457
C00051,30.0,4.736688605436219,17.28841375867715,0.2466411863102963,-58.29449258432324,-53.155610005477165
C00052,30.0,1.0464845279500887,30.225881406287144,0.7727302398537195,23.942955322142133,26.9429389820958
C00053,6.914495858315744,3.5941083846216766,6.932851639650243,0.936662623440832,36.375255663245284,36.623025790445254
C00054,10.123571822115272,4.218892780011158,4.924201203597115,0.7021716445330588,1.2476546780887778,0.42579423109294645
C00055,30.0,6.095074524179594,25.143583116975684,0.16659118663421071,-47.308851956931065,-45.075179834859725
C00056,23.1091080876448,2.287726097721979,10.9868313397109,0.5439666691736972,6.481939829078002,-1.3297897206264189
C00057,13.746317671281059,4.5323770401358825,10.240399325801032,0.7615085648940926,17.473555989430928,21.945702968927314
C00058,9.387217955523685,4.090028311882181,5.387864949156189,0.4001812661003749,4.289855733063618,9.124345503131513
C00059,10.75634699729044,1.9673843083632887,7.177054067219337,0.7232491648769043,12.473685198799894,7.872931885750353
C00060,12.128963825635665,2.4832409721731263,5.169480685953807,0.45300119003571854,5.959718932868297,-0.7843640260958775
C00061,11.097186311517596,1.8730514409712715,4.816617444588229,0.8262176005502624,-9.50929352397897,-6.767257822767034
C00062,1.809561151615089,3.5409375455213206,8.233306543355301,0.6208961868148882,5.4138010946711,-2.2414611532807367
C00063,3.70020699913682,0.6819126642000577,6.013006558992812,0.6823445300630847,7.7585955351328,9.263134000157464
C00064,26.239877698663975,2.673026522878173,2.872922940379742,0.5016247227587094,8.400245781743969,4.56014994212811
C00065,8.728607958272091,2.4637839407190434,3.354842377547931,0.3176724229753317,-21.05124239408417,-28.128433606243405
C00066,7.777665354378577,0.0,2.370974299027286,0.0777777218427459,-5.868358204188887,-2.2305683738736235
C00067,8.743457844188777,3.462749391981804,6.067217868317837,0.4550850062864414,-4.6797637434843224,2.367353137951042
C00068,8.73675814562024,4.01611095138371,7.631085398990736,0.509837396505725,20.127623032120916,18.17653701368727
C00069,1.1625183763679807,0.8260789902895818,6.578617323441245,0.756156293365354,1.33694542461319,5.517882842409762
C00070,18.64648835029567,3.0039914303145774,4.720271346802487,0.19913117796514263,7.860931530466065,4.050849267248786
C00071,9.4365665174483,0.935942075445956,8.502671745427538,0.8382400472144313,-13.137631945470172,-8.66362692299343
C00072,20.145448956715054,3.1832373874747724,11.193448281819474,0.37518176691806626,-40.862571058793755,-43.281816712745126
C00073,10.393831693940918,4.753794872224027,6.8219763364425905,0.5949934860537052,20.622199012398465,27.786533607839775
C00074,29.622329433786668,2.238407892247176,11.580252671372957,0.7925742543380365,8.966386160638436,-2.263876650157325
C00075,30.0,2.5590809572564117,14.045156034051473,0.43910340715592183,-36.25758930293664,-38.85674962462564
C00076,19.25150916811226,6.170570466939238,8.420374147257554,0.7718535304852695,18.689407086570423,16.885576668023877
C00077,5.636842620028493,1.8825673726437138,5.997921944147653,0.4432239005155861,4.71385630750249,-3.134838367071616
C00078,16.183490765247605,1.5966819085384247,5.6919347938345535,0.5439289097413373,12.063074830517333,15.621320245435621
C00079,20.560352754270962,2.9921399358796794,9.376097970680496,0.46554973153012896,-20.721771096560417,-20.93642461688666
C00080,30.0,6.624801717560088,20.84097251139497,0.5554039878103151,14.08268569352834,17.975069789571524
C00081,22.885300649755752,3.380075592287994,30.93165623986277,0.6195395453710278,2.4902486850617604,-1.2036870535604773
C00082,13.245442209940633,2.013167059077437,6.986704359304819,0.9245020430465385,21.946810924042317,16.455044980533785
C00083,5.7486061252591405,3.8937391136489454,11.082719347022678,0.1987077135724828,-5.157457166740365,-7.919233303167028
C00084,30.0,4.117554369908652,40.99664156934038,0.8204128759317826,19.993169526578196,13.971601648249216
C00085,21.329044262173145,3.9100777686257135,14.767606276840244,0.7520632842756005,20.8207881933805,19.168257675063217
C00086,18.68652953367624,4.17404394660671,4.095438912499045,0.9491308653871408,9.339094575493565,16.047078403606264
C00087,13.291816653319025,4.404001306788865,6.567405244014314,0.7352272120683121,5.502757089114545,6.869127181589804
C00088,17.187048557643298,2.8071621288550936,10.692930102238694,0.8140503431062731,19.909504135104267,23.23375386583336
C00089,12.300057691308655,2.807161301423386,3.3977971509150438,0.26365388422460556,-65.94890115181715,-68.17023819694815
C00090,8.900429500625432,4.261550459906377,12.434345255869706,0.8610380866007925,-2.129374246802456,-6.814552065933764
C00091,22.393252101027976,0.0,8.118495663270826,0.29938231189955544,-14.135807670374763,-13.188913915047678
C00092,30.0,0.0,32.4232672378814,0.5906246009108962,3.6990195411848603,3.9591542105426716
C00093,4.99124182858486,2.103554881340168,6.842844358708759,1.0,10.466450290826593,15.910610589280033
C00094,4.561147205176679,2.4852756691515534,9.768625161622234,0.6908313912561367,12.185648570701918,18.504728337748382
C00095,5.120052447061484,4.0414159171632615,4.426046349739809,0.5730475794746809,-1.8529702309525078,2.9156752926602305
C00096,22.681848481792706,2.279640889286672,10.000389626759405,0.5542550103396318,-7.920957260442279,2.530660854152069
C00097,12.06237643877494,4.758051768767022,5.237326975680166,0.7879071828637985,0.35218378667437733,0.6626405540267667
C00098,16.275786772880693,3.2161492796008866,4.339355305348281,0.7901236137526828,18.648787481269068,21.83555980233997
C00099,12.13507842242179,1.8298137557857859,4.793467083655834,0.3010259307213987,-10.436297899111885,-4.330624699221313
C00100,10.94585702558143,4.895063625774288,6.604521502259711,0.668423135034956,-7.128979475786554,-2.954474640334089
